cleanText,label
bảo giữ máy s đen cho mình từ hôm qua mà đến chưa đến ngày hẹn lấy được đã báo hết,doesn't recommend
thế là các ông bán máy tôi đặt hôm trước cho người khác rồi còn gì,doesn't recommend
làm ăn kiểu gì vậy,doesn't recommend
mất công mất buổi thế thì sinh ra dịch vụ bán hàng từ xa rồi đặt hàng trước làm mẹ gì,doesn't recommend
cứ thằng nào đến trước bán trước cho nhanh chứ gọi điện đặt hàng các kiểu làm gì,doesn't recommend
thái độ bảo hành kem và chất lượng máy quá kém,doesn't recommend
mình mua em lock,doesn't recommend
được hơn tháng thi bị nỗi dưng dùng bị sập nguồn va bị nỗi màn hinh,doesn't recommend
sang sửa chưa báo giá sử triêu mốt luôn minh đem ra ngoai sưa k dùng ngon cha sao,doesn't recommend
em có đến mua hàng của mobile city lần,recommends
lúc vào bác bảo vệ khá niềm nở với khách chỉ cho em chỗ đỗ xe và cố gắng tạo chỗ đỗ xe cho em vì cửa hàng khá đông,recommends
nhưng đến vào cửa hàng lại khác nhân viên bán more không hề niềm nở không cười dù chỉ mộ lần thái độ nhân viên không tốt có vẻ là mua cũng được không không mua thì thôi vậy,recommends
em mong mobile city chấn chỉnh lại phong cách bán hàng,recommends
em cũng hiểu là hôm em mua trời hà nội rất nóng lại gần về trưa mọi người rất mệt nhưng đó không phải là lý cũng phải nói máy mua ở chất lượng tốt chưa có lỗi gì cũng như chưa phải bảo hành lần nào,recommends
nhiệt tình chu đào với khách hàng,recommends
mình muốn mua em lock nhật xem có tr đến sáng nay xem thì nên tr,doesn't recommend
mình có gọi cửa hàng nhưng lại bảo k còn hàng,doesn't recommend
mà xem trên vẫn báo còn hàng,doesn't recommend
shop xem xét hộ mình nhé,doesn't recommend
nhân viên k được tận tình cho lắm,recommends
sinh viên đến mua thái độ chưa,recommends
web uy tín chất lượng tốt,recommends
nhân viên nhiệt tình chu đáo chế độ bảo hành rất chính là nơi để trao chọn niềm tin,recommends
không biết bên cửa hàng có nhập lại máy không nhỉ tháng năm nay mình có mua của cửa hàng em lock gold g,recommends
nay muốn bán lại thì giá được bao nhiêu nhỉ,recommends
được bác chủ khá là dễ thương và lịch sự,recommends
đa chất lượng giá lại tốt,recommends
mình muốn mua cũ ở đây nhưng kb chất lượng thế nào vì nhiều hàng dựng qua mn cho ý kiến ạ,recommends
chất lượng phục vụ chu đáo,recommends
định mua máy ở,doesn't recommend
đánh già thì hơn đánh giá không tốt,doesn't recommend
hy vọng mình chọn không nhận nhầm hãng,recommends
muốn mua v online thì thế nào ạ k được test tận tay nên lo ngoại hình k được,doesn't recommend
và chính sách bảo hành cho người ở xa thế nào vậy a,doesn't recommend
hôm vừa rồi mình có ghé cửa hàng ở mua mi s máy sài hiện tại vẫn cũng ấn tượng với cô bạn tư vấn bán hàng nói chuyện dễ thương rất nhiệt tình nhớ tên bạn gái đó tên tú,recommends
trên cả tuyệt vời,recommends
chán shop quá bảo gửi cho em cái dán cường lực về không gửi lại gửi miếng dán thường tặng rồi tặng luôn cái đi chứ,recommends
mới ra cửa hàng mua hàng,recommends
thấy rất tốt về nhiều mặt,recommends
sẽ giới thiệu cho nhiều bạn bè đến đây mua hàng,recommends
mà a người lạ nhìn cũng gầy nhỉ,recommends
mình mua cây s tại chi nhánh cầu giấy nhân viên chu đáo thân thiện mình cũng mua thêm gói bảo hành tháng chỉ k được tặng luôn gậy chụp ảnh với ốp lưng,recommends
người nhà giới thiệu và đang dùng ngon lành em gb,recommends
nói thiệt chưa gặp cửa hàng nào tệ như vầy thái độ của nhân viên khi thấy khách mua hàng hỏi trả lời giống kiểu không cần khách vậy,doesn't recommend
tư vấn online bận mà đến nơi thấy toàn ngồi chơi gọi điện thoại để hỏi còn hàng k thì máy bận đến lúc đổ chuông gọi cả chục cuộc không ai bắt máy đến nơi thì bảo là hết hàng không có vậy cho hỏi không có thì dán chữ hết hàng lên cho người ta biết chứ làm gì mà phải giảm giá điện thoại để thu hút khách,doesn't recommend
người nhà giới thiệu và đang dùng ngon lành em gb d,recommends
trả lời khách trên page và web quá chậm,doesn't recommend
máy ok mua con s quăng quật gần năm rồi vẫn chưa hỏng để lên đời s,recommends
trang rất tuyệt vời rất thân thiện luôn cmt của mn cảm ơn đã tạo ra page này rất hữu ích chúc mc pt hơn nữa bay xa hơn nữa,recommends
có triệu nên mua hay lock nhỉ tiêu chí dùng năm nữa,recommends
thay màn hình z mang về không bật được camera gọi hỏi bảo hỏng camera và cửa hàng đang hết,doesn't recommend
mang ra thay thì họ bảo main z bị chọc ngoái hỏng hết không phải tại camera,doesn't recommend
cái màn hình mới thay thì đốm sáng lung tung,doesn't recommend
bị mấy thằng lừa đảo điên hết cả tiết,doesn't recommend
nhân viên bên nói chuyện rất dễ thương thái độ phục vụ thoải mái dễ chịu,recommends
sẽ ủng hộ dài dài,recommends
giá luôn rẻ nhất chất lượng vẫn đưa lên hàng đầu,recommends
có cách nào hạ xuống không các anh ơi,recommends
rất tốt cần phát triển hơn nữa về giao diện,recommends
mình không hài lòng về bản rom mà bên mc cài sau khi cài lần với số phiên bản rom cho note thì nó vẫn thế,doesn't recommend
vân tay dùng được mấy ngày thì chết ngủm luôn khởi động lại máy mới dùng được,doesn't recommend
chán chẳng muốn ra cài lại máy,doesn't recommend
cạn lời tha thu lời luôn còn phần còn lại thì ổn,doesn't recommend
muốn đặt em note bên shop mà nghe mấy bài đánh giá của mọi người về shop nên đành thôi mua máy đã thế lúc bảo hành chắc k khác mình đi ăn xin shop,doesn't recommend
lúc đầu thấy thái độ nhân viên bán hàng mình cho r nhưng khi đó lại có a tuấn nt cho mình xin lỗi về thái độ của nhân viên mình thấy rất thoải mái nên vote cho các bạn chúc mc ngày càng làm ăn phát đạt và thực hiện đúng những gì mà các bạn đã hứa với khách hàng,recommends
thích nhất cái hỏi ngay đáp luôn của cửa hàng rất bổ ích,recommends
chúc cửa hàng làm ăn phát đạt hẹn lần sau tiếp tục được mua hàng ở,recommends
mua hàng ở đây ổn không các bác thấy anh em tin tưởng nhiều nhưng chưa mua chưa tin bố con thằng nào cả v,recommends
xem cái giá thay kính zen thấy ghi rõ ràng là k tưởng rẻ ai ngờ mang máy về cầu giấy thì họ bảo là giá đó là giá thợ nhập bảo giá chính thức là k thay màn thì bắt chờ lâu còn chậm hẹn p nhớ đời,doesn't recommend
mua em cho người nhà ở xa vẫn đang dùng rất ổn mc,recommends
lần trước qua sửa màn hình điện thoại lúc trước khi đi vào web xem giá lỗi màn hình của mình sửa hết k vậy mà đến nơi báo lỗi y như vậy và tính giá k,doesn't recommend
sau đó bảo mình ra ghế ngồi chờ sau khi chờ được mình hết kiên nhẫn nhắc nhân viên bao giờ mới đến lượt mình thì nhận lại được câu chị cứ chờ thêm đi,doesn't recommend
lúc đó mình khó chịu quá rồi more bảo định cho chờ đến bao giờ thì lúc đó nhân viên mới lấy máy và nhận sửa cho mình,doesn't recommend
và tất nhiên hôm đó không phải chỉ mình mình ngồi chờ mà rất nhiều khách khác cũng trong th như mình,doesn't recommend
cuối cùng h sáng đi sửa và được hẹn h chiều mới lấy máy,doesn't recommend
đề nghị chủ hàng xem lại giá cả trên web cũng như cách hành xử của nhân viên,doesn't recommend
các bạn tư vấn rất nhiệt tình quan tâm đến mọi vấn đề của khách hàng chúc các bạn bán hàng doanh thu cao nhé,recommends
mc làm ăn rất rất thích,recommends
đã mua và sử dụng ở mobile city,recommends
nhận xét thật lòng cho các bác chưa mua hàng ở đây,recommends
cửa hàng tốt mọi thứ đều chỉ trừ mấy bạn nữ nhân viên tư vấn ở tầng,recommends
quá lạnh nhạt với khách hàng tư vấn k nhiệt tình,recommends
còn bộ phận kĩ thuật tầng thì tuyệt vời,recommends
k thể chấp nhận được kiểu làm ăn kinh doanh của mc nữa mc bán hàng dựng mc làm ăn thất đức treo đầu dê bán thịt chó khách bỏ tiền mua lại bán máy lock dựng làm ăn kiểu này thì không trụ được lâu đâu bực mình,doesn't recommend
rất tốt giá lại rẻ,recommends
tốt thật có trách nhiệm cao,recommends
rất hài lòng chúc shop thành công,recommends
quá tuyệt vời cho em note xách tay mới mua ở đây,recommends
được mấy em tư vấn nhiệt tình hỏi các kiểu đều ok hết,recommends
ngồi test máy cả buổi mà các em ý vẫn vui tươi,recommends
mới mua chưa biết máy dùng thế nào nhưng thái độ phục vụ rất tốt,recommends
chúc các bạn đắt hàng,recommends
cần tư vấn mua trả góp,recommends
mua máy bên mc đã gần tháng nay rồi mà chưa thấy xuất hiện một lỗi gì chúc mc là ăn phát đạt bán nhiều máy hơn,recommends
có những cửa hàng chấp nhận hạ lãi suất và bán giá mềm như thì mình mới có để dùng,recommends
máy dùng rất ổn định mình rất hài lòng với cách phục vụ của,recommends
mới mua con mi thái độ nhân viên tư vấn nhiệt tình tốt nhưng đang đợi nhận hàng khi nào nhận được hàng mình sẽ báo và sẽ cho ý kiến riêng của mình,recommends
rẻ mà chất lượng thật,recommends
dùng gần tháng rồi vẫn thấy ổn định,recommends
lock gb giảm giá liên tục nhưng chỉ là giá ảo,doesn't recommend
gọi đến thì báo hết hàng liên tục,doesn't recommend
vừa mua hôm tặng sạc cáp,recommends
máy good mà mấy e bán hàng vui vãi,recommends
các bác đã mua máy ở đây chưa cho ý kiến với xem trên kênh thì được vote khá nhiều,recommends
vừa dán cái cường lực chỗ cửa hàng cầu giấy xong thấy mấy e ở đó cũng khá nhiệt tình chu đáo,recommends
cái e mà vừa dán máy cho a xong đấy mà có đọc được thì a khuyên e nên mua thuốc uống đi nhá bị ốm thế mà lây qua cho khách là không nên đâu,recommends
shop cố gắng nâng cấp lần sau tôi đến nên có người xe đi ra có người lấy xe hộ sẽ tốt hơn chú bảo vệ già và không nhanh nhẹn cho lắm,recommends
mua cái lock về không dùng được hôm sau ra đổi lấy bản quốc tế không cho đổi kêu không có chính sách chán về vứt xó tuần chưa thèm động chạm,recommends
và cuối cùng đã rất nhiệt tình chủ động liên hệ tạo điều kiện tốt nhất để giải quyết vấn đề cho khách hàng hài lòng,recommends
mặc dù giá của bên mình cao hơn nhiều chỗ nhưng đến thời điểm này m thấy cũng xứng đáng để mua giá cao hơn bởi chế độ hậu mãi rất tốt,recommends
nhắn tin hỏi về vấn đề của máy mấy lần mà k thèm trả lời luôn,recommends
trang page đăng tin vớ vẩn,doesn't recommend
review tốt bảo hành ok bán hàng tiếp xúc khách còn chưa thực sự tốt,recommends
đề nghị nhiệt tình hơn nữa,recommends
vừa mua em mi ram gb ở đây dùng tuần rồi không lỗi lầm gì,recommends
cửa hàng có giá tốt nhất thị trường đấy thêm mấy em nhân viên xinh tươi thân thiện nữa,recommends
cảm thấy hài lòng với sản phẩm tốt mà giá thành ổn,recommends
hi vọng sẽ giữ mãi được uy tín như mua hàng từ xa nhưng các bạn không hề khiến mình thất ơn rất nhiều,recommends
có hỗ trợ bảo hành ở xa không ạ em định mua mà chỉ lo ở xa bảo hành khó thôi,recommends
đang định mua máy ở đây nhưng thấy có phốt này nọ lại chả dám mua nữa,doesn't recommend
con trai bác làm ở đây bác đang dùng s và thấy rất ổn định,recommends
chúc anh chị em mạnh khoẻ,recommends
shop bán hàng rất tốt,recommends
nhân viên thì rất thân thiện,recommends
công ty từ vấn mập mờ làm ăn không rõ vấn một kiểu đến shop thì nhân viên nói một kiểu,doesn't recommend
trong khi đã hỏi rõ là mua trả góp máy viên nói lãi suất và trả tối thiểu tháng,doesn't recommend
trong khi tư vấn thì nói lãi suất và trả tối tiểu tháng,doesn't recommend
một kiểu làm ăn ép khách và mất khách luôn,doesn't recommend
không bao giờ có ý định mua gì tại shop nữa khỏi giới thiệu khách luôn,doesn't recommend
đối với tôi hôm nay,recommends
đặc biệt là bạn áo đen,recommends
mc ơi cho em hỏi giữa a và mi s hay mi s thì nên chọn máy nào tốt hơn,recommends
em cần máy chạy mượt game và dụng màn hình to chụp hình nét cả đêm lẫn ngày,recommends
đến mua lần thì lần đầu mua được máy,doesn't recommend
lần thứ thì không vừa lòng với thái độ phục vụ của cửa hàng,doesn't recommend
thái độ phục vụ của đội ngũ mới ngày càng kém chắc do đông khách quá nên mua cũng được mà không mua thì cút đây,doesn't recommend
từ giờ sẽ không quay lại lần nào nữa,doesn't recommend
xem máy không vừa lòng muốn đổi máy khác để xem thì mặt nặng mày nhẹ tỏ ra không muốn phục vụ thái độ khó chịu,doesn't recommend
đã sai lầm khi mua hàng tại đây,doesn't recommend
vừa mua một em s bên shop khá ưng ý hiện xài vẫn chưa có bất kì lỗi hay vấn đề gì đáng nói ngoài việc chưa được,recommends
vài bữa ổn định thì mua thêm em chúc shop đắt khách nhỉ,recommends
tôi mới tới cửa hàng xem s lock màu gold công nhận nhân viên nhiệt tình va con gold nhìn không trầy không móp rất đẹp nhưng mình thì đang đợi về mua,recommends
cảm ơn shop hàng chất lượng giá cả hài lòng ạ,recommends
mới mua còn note ở đây,recommends
nhân viên nhiệt tình nhanh lẹ,recommends
giờ cần tư vấn máy màn độ phân giải k giá hợp lý không trọng thương hiệu,recommends
tuần trước mình đã đánh giá cho mc vì nhân viên bán hàng không biết về rõ gói bảo hành của g làm ảnh hưởng đến thời gian của mình,recommends
nhưng khi mình phản ánh lại thì nhân viên đã rất nhiệt tình để khắc phục sai sót,recommends
và bây giờ mình rất rất hài lòng khi đã mua được con g sản xuất tháng bên mc với chế độ bảo hành như hàng more hãng tháng bao gồm cả nguồn và màn hình,recommends
giá toàn bộ chỉ tr,recommends
hiếm có cửa hàng nào dám bảo hành tháng d nhưng hơi phũ cho mình là sau khi mua thì vài ngày thì e nó giảm k,recommends
mà không sao vẫn cho vì con g quá ưng ý,recommends
chua thấy đâu nhu mc gọi điện hỏi còn hàng không nói còn tiếng sau lên thì bảo chị đợi e đi lay đúng hon mình mà k hỏi thì mình đối đến sáng lại lại bảo là bây gio k lay được hàng về tóm lại một câu là méo có hàng làm ăn kiểu này mc mất uy tín quá đầu và lần cuối qua,doesn't recommend
giá tốt tư vấn nhiệt tình like cho shop,recommends
mới mua bên được mấy anh đẹp trai tư vấn thích thật,recommends
mình đã có trải nghiệm tuyệt vời khi đến mua hàng tại quả thực là good choice,recommends
có đứa bạn làm ở đây thì có được giảm giá không ad để em mua con dùng nào,recommends
em ở huế muốn mua note gb có ship hàng không ạ em định mua bên đà nẵng mà giá cao hơn bên đến đ,recommends
buồn một nỗi là mobile city chưa fix được hết các lỗi trên lock chạy,doesn't recommend
mua máy ở đây rất ưng không chê gì d nhưng nghe ý kiến nhiều bạn bảo chế độ bảo hành nhiều khi chưa được tốt mình chưa bảo hành nên chưa biết mong cửa hàng sẽ có chính sách cải thiện khắc phục d,recommends
ủng hộ shop và kênh channel của ông anh thần thánh kia mong là shop sẽ còn phát triển hơn và cố gắng cập nhật giá tốt nhất có thể để phục vụ khách hàng,recommends
đã mua máy ở đây lần,doesn't recommend
lần mua thì thấy máy dùng khá ổn,doesn't recommend
mỗi cái nhanh hết pin nhưng mua máy cũ thì chuyện pin chai mình k bắt bẻ làm gì,doesn't recommend
đến tự nhiên đang dùng biết xảy ra tình trạng máy k lên màn hình trong khi pin còn,doesn't recommend
nút home và nguồn k bật được,doesn't recommend
lên mạng tìm hiểu thì thấy người ta bảo do pin bị chai hoặc pin hàng k chính hãng,doesn't recommend
shop này có dịch vụ ship rất tốt sao,recommends
mua con mi về thỉnh thoảng lướt web được hơn tiếng đã hết sạch pin trong khi máy khác dùng tiếng,doesn't recommend
mang đến cửa hàng thì nhân viên bảo cài lại room cài lại xong thì vẫn thế,doesn't recommend
chán chả muốn mang bảo hành,doesn't recommend
mua note được ngày trải nghiệm tốt lắm giá tốt máy ngon,recommends
chúc cửa hàng luôn thành công,recommends
e mua dt note ở được tháng cửa hàng đưa cho e cục sạc đt e sạc cả ngày phải hơn tiếng mới đầy giải thích giùm e với ak,recommends
lúc đưa chị ở cửa hàng có e chỉ cần tiếng là đầy,recommends
e đang đi học bọn e điều kiện ra ngoài rất khó khăn nên e chưa có để lên hỏi lại,recommends
thấy các cho sao toàn ảo và mới thành lập được tuần có đứa ở sóc trăng chạy bộ ra ch thái hà để sửa đt về thật là nhà giàu,doesn't recommend
bên shop có sạc dự phòng của loại không hàng chính hãng nhé,recommends
mình đang nghiên cứu em của tàu nhưng phân vân về phần mềm sự hỗ trợ room tiếng việt và độ mượt mà của room các lỗi vặt bung ứng dụng cho mình hỏi mi ui e ui loại nào tốt nhất vậy bạn hay phải root dùng room cm omega ngoài,recommends
tư vấn cho mình một con ngon màn hình lớn giá khoảng triệu,recommends
làm ăn vô cùng chán và thiếu trách nhiệm,doesn't recommend
định mai qua mua con đt cùi ram g dùng tạm,doesn't recommend
mà vào đọc rì nghe ớn quá vậy,doesn't recommend
chỉ là tôi thích thôi,recommends
là lần đầu mua máy ở đây và cũng là lần cuối,doesn't recommend
m mua ở cho người nhà ở xa nên ngay sau khi mua máy ở đây đã gửi ngay về nhà nhưng khi nhận máy thì gọi điện lên bảo là dây sạc trong hộp không phải loại cho máy,doesn't recommend
do có việc nên về tận nơi thì thấy là cáp trong khi là,doesn't recommend
một phần cũng là do mình không kiểm tra kỹ,doesn't recommend
nhưng khi more cửa hàng đổi thì thái độ mấy bạn nhân viên tỏ ra không được thoải mái cho lắm lại còn hỏi câu rất ngây ngô thế một tuần rồi bạn không sạc máy à,doesn't recommend
mình nói thật người khó chịu phải là mình mới phải,doesn't recommend
chua bao giờ thấy shop nào lại nhiệt tình như vậy,recommends
hôm nay mình có vô cửa hàng vào đúng giờ cao điểm,recommends
mặc dù rất lại nóng loay hoang tìm ốp mới cho dế mà mãi không thấy đổi qua đổi lại,recommends
cuối cung cũng tìm được ốp ưng ý phải nói là phục vụ rất chu đáo đơn giản chỉ là ốp,recommends
hôm trước ở xa nhờ con bạn mang bảo hành một con mc tự dưng nhận sóng không nhận sim nhân viên bảo phải cầm máy hôm rồi liên lạc lại,recommends
sau hôm không thấy giục con bạn lại bảo khả năng thay main chiều hôm sau sẽ điện lại báo,recommends
tiếp tục vẫn không thấy đâu phải liên lạc lại và đứa bạn phải nói giọng bức xúc rồi mới có kết quả,recommends
nôn na đã more được máy,recommends
mình chỉ góp ý thế này bảo hành máy đối với mình hôm quay đầu vẫn thoải mái chán,recommends
nhưng đã hẹn với khách hàng liên lạc lại hay thế nào đi chăng nữa là lời hẹn nên giữ lời,recommends
nếu có nhu cầu vẫn sẽ tiếp tục mua máy ở đây nếu có đã mua ở đây ít nhất con,recommends
vì ở xa chưa đến trực tiếp được,recommends
chúc cho ngày càng phát đạt,recommends
chúc cửa hàng ngày càng thành công,recommends
có điều kiện e qua cửa hàng để mua hàng mặc dù là chưa mua hàng ở đây lần nào nhưng em cảm thấy rất tin tưởng vào,recommends
h qua đến cty mua mi g,recommends
thấy nhận viên nhiệt tình trách nhiệm đâu có như mọi người nói no kia,recommends
mấy dùng ổn chưa thấy lỗi gì pin cũng trâu,recommends
thất vọng với cách phục vụ của mấy bạn bán hàng mấy hôm trước mình có đến lấy s lock mua hộ đứa em vì trước giờ mình cũng mua nhiều lần của cửa hàng rồi thấy dùng ổn nên mua tiếp,doesn't recommend
mình hỏi mang cho mình máy để xem thì bạn cũng mang ra bình thường xong mình test lúc không ưng lắm vì máy tụt pin nhanh với lại máy hơi xấu mình hỏi cho xem more máy nữa xem thế nào thì bạn bán hàng bảo hết rồi làm ngơ như kiểu không muốn cho mình mua máy vậy vừa nói xong thế là cũng có người đến mua máy s thế là bạn lấy đâu ra chiếc nữa trong khi mình vẫn cầm máy trên tay mà bạn ấy bảo hết máy rồi,doesn't recommend
thật sự không hiểu cách bán hàng như vậy là muốn khách đến mua hay muốn đuổi khách nữa,doesn't recommend
cuối cùng mình đành trả máy ra về vì cách phục vụ của cửa hàng như kiểu không tôn trọng khách vậy,doesn't recommend
đã nhận quà từ mobile mobile city nhiều nhé,recommends
ad ơi cho em hỏi nếu mua máy bên mình kèm bị vỡ mặt kính được bảo hành đúng không ạ em mua ạ,recommends
mua máy tại shop lần và vẫn muốn quay lại,recommends
thank shop và chúc shop phát tài,recommends
giá tốt phục vu nhiệt tình chúc làm ăn phát đạt ạ,recommends
hôm qua chát với ad về note sim bảo còn hàng tại th,recommends
p sau có mặt thì bán hàng nói hết hàng bảo là anh vừa chat xong cách đây mấy p thì trả lời em vừa bán hết,recommends
lần này là lần thứ mấy nghe trả lời câu này cứ mặt hàng nào hỏi mà không có thì bảo e vừa bán hết nghe quen quen,recommends
mc có cách nào để tôi lấy lại niềm tin đây,recommends
vừa chát với bạn và nghe bạn giả thích cũng hợp lý và mình chấp nhận,recommends
vote lại cho mc sao,recommends
vừa mua em s lock ở nhà check pin mới sạc có lần dùng sướng thật,recommends
sao cho chất lượng luôn,recommends
nói chung thấy khá ổn vì đây là một trong những cửa hàng mình trải nghiệm đầu tiên sẽ tiếp tục ủng hộ cửa hàng,recommends
các bác làm ơn cho mình hỏi có ai đã từng thay màn hình mi chưa ạ,doesn't recommend
e đi bảo hành cái bị đốm trên màn về,doesn't recommend
kết quả màn ok nhưng phát sinh lỗi là mất đèn phím điều hướng hở sáng màn hình ở cạnh đáy,doesn't recommend
phản ảnh lại kỹ thuật thì họ bảo mất đèn là do mất tấm phản quang tấm này đi liền với mỗi,doesn't recommend
giờ không khắc phục được,doesn't recommend
chán hẳn cửa hàng uy tín mình từng mua con máy ở đây,doesn't recommend
lần đầu bảo hành nhưng thật sự không ưng ý nếu k muốn nói là khá thất vọng,doesn't recommend
ý kiến các bác về vụ này ạ,doesn't recommend
một trong những địa chỉ tin cậy để mua hàng xách tay sau khi trải nghiệm và mua máy ở đây,recommends
chưa bao giờ mua nhưng cũng ủng hộ,recommends
tổng hợp dịch vụ trên,recommends
đăng bài giá liên hệ bình luận bài viết giá đ thích bình luận giá đ quan tâm bài viết giá đ thích chia sẻ bài viết giá đ tăng g bài viết giá đ chi tiết liên hệ khánh,recommends
tôi tạo cho bạn chất lượng bằng công cụ với giá k,recommends
tôi tạo cho bạn chất lượng bằng công cụ với giá k,recommends
hôm nay đến mobile city được hỗ trợ phần mềm miễn phí,recommends
thích anh review vote sao d,recommends
hôm bữa qua hỏi cho bà xã con note mà mấy em nhân viên cứ khinh chê mình mua máy tàu hay sao ấy,doesn't recommend
nói chung mc làm màu được vài bữa bỏ ra thêm mấy trăm sang hẳn hay mua cho đỡ bực mình,doesn't recommend
hôm trước em có mua cục pin của shop sau khi về dùng em thấy nó dùng được cỡ h thì em có tải ứng dụng battery life thì nó báo bin chai trong tình trạng rất tệ liệu pin có sao không shop mong shop tư vấn giúp em cái,doesn't recommend
mua may o day ma k the nao,doesn't recommend
hang dam bao hay k,doesn't recommend
ma con phai thanh toan khi hang chua ship,doesn't recommend
mua bộ phụ kiện ở đây mà chán quá,doesn't recommend
đang dùng c cảm thấy rất ưng về chất lượng,recommends
mình thay kính ở đây giờ mới chụp tự sướng thì mất camera trước rồi,doesn't recommend
cảm thấy thất vọng ra ý ạ,doesn't recommend
cho hỏi cửa hàng có bán one m xách tay không và giá em nó,recommends
mùng đứa em m có mang con bị treo logo sang cửa hàng m để up rom hộ vì m có xem bài viết trên mạng thấy bảo up mà đến nơi,doesn't recommend
kỹ thuật bảo không máy của shop up mất k,doesn't recommend
ngày trước mình đến hỏi mua s lock gb màu máy thấy móp với xước yêu cầu đổi máy đợi rất lâu cho xem cái thứ mình cũng thông cảm vì khách thứ more thì bị ám hỏi nhân viên thì nhân viên bảo cái nào cũng bị ám k ít thì nhiều với thái độ rất bình biết máy toàn đểu cả hay sao,doesn't recommend
rồi mình xem cái thứ cái này ổn nhất nhưng test vân tay k nhạy tí nhân viên làm như kiểu mình k biết test và thái độ khó bạn nhân viên test lại được k nhạy lắm sau khi xem xét hồi thì mình quết định mua vì sợ nhiều quá,doesn't recommend
khi mua máy về thì máy k bắt được khi bắt được thì cực yếu và nhanh bị mật khẩu đúng nó vẫn báo sai,doesn't recommend
pin thì vừa báo phát tính trung bình tụt,doesn't recommend
sóng k bật g vẫn vạch,doesn't recommend
vạy rất mong được đổi máy máy khác,doesn't recommend
đồng thời đề nghị cửa hàng test kĩ chất lượng máy,doesn't recommend
có còn s edge không ad ơi em muốn cây,recommends
em đã lấy máy quốc tế ở đây,recommends
lần trước tết lần sau tết thì lần đều rất đông ngày lễ mà,recommends
nhưng không lần nào cần thiết phải nói quá về thái độ của nhân viên cả,recommends
không phải em đánh giá tốt cửa hàng nhưng bản thân em đứng xem mấy anh xung quanh hỏi mà như tra khảo vậy,recommends
có thể các anh chưa có đầy đủ thông tin về máy more cũng nên chịu khó lắng nghe người ta nói hoặc là người đứng bên cạnh chứ lấy cả mấy máy rồi chọn đi chọn lại cuối cùng cũng không chọn được máy nào cách đây năm em cũng từng bán điện thoại xách tay hàn em biết,recommends
máy cũ có máy mới có máy em nhập từ hàn chỉ chọn hàng đẹp nên khách hàng không phải lựa nhiều,recommends
và cũng không cạnh tranh khốc more,recommends
bảo hành rất ưng ạ,recommends
dang tin quang cao la một vu ban dang tin PROFANE bai quang cao cua ban được pho PROFANE dan lon nho PROFANE site mua ban uy tin,recommends
PROFANE ban không con phai ngoi hang gio de cong dang tin nua da co chung toi he,recommends
chúc gia đình làm ăn phát đạt và phát triển mạnh hơn tới các sản phẩm tốt cho người tiêu dùng,recommends
cho em hỏi gì phiên bản sao lai không lên mà ở an quốc lại lên,recommends
đợt vừa rồi đang cần tìm hiểu quán sửa chữa có shop này làm ăn ok,recommends
mới mua z cũ của shop,recommends
mong rằng đặt niềm tin đúng,recommends
e mua e s lock từ tháng,recommends
nhưng giờ camera không hoạt động nữa e muốn sửa thì mất phí nhiều không ạ,recommends
vỡ mặt kính mang ra đây thay ép mặt kính xong dùng được ngày màn hình lúc tối om gạch dọc nhằng nhịt cảm ứng lung tung,doesn't recommend
phải mang sang bên khác thay màn,doesn't recommend
cho mình hỏi tầm đến triệu mình lên mua máy nào mình đang phan van s cũ với cũ,recommends
hôm nay phi từ thái nguyên xuống mua em gb rất hài lòng với cửa hàng góp ý thêm là tầng hỗ trợ nên cho thêm ghế chờ nhé hôm nay đông người chờ lâu mà chỉ có ghế thôi,recommends
k thấy ad trả lời,recommends
đã mua và giới thiệu bạn bè mua gần chục con rồi quá ổn,recommends
mình đã mua một chiếc lock ở đây và thấy khá ưng ý sẽ còn quay lại nữa,recommends
cho hỏi đã có rom quốc tế cho m note chưa,doesn't recommend
đợi tuần rồi không thấy phản hồi gì,doesn't recommend
hôm vào bảo máy bị mấy lỗi đơ thì kêu là cái này lỗi phần mềm thôi r máy này mới bên mình cũng chưa rõ số cái,doesn't recommend
bảo cứ dùng xong bên mobile sẽ gọi lại đến kiểm tra,doesn't recommend
xong cũng không thấy gọi lại,doesn't recommend
sau ngày quay lại thì vẫn miếng dán màn hình như ngày đầu tiên mua máy,doesn't recommend
ốp hỏi thì nhân viên cụt lủn câu k có,doesn't recommend
còn cầm cả giấy bảo hành của mình,doesn't recommend
hết sức bực mình và mất tin tưởng vào cái gọi là bảo hành vàng,doesn't recommend
chào các anh em có xem mấy cái video ở trên nói về s hàng đài loan liệu có không mong các anh tư vấn giúp em,recommends
may rat xem hoi di luôn cua,recommends
ad có nào tầm chưa đến chua đến,recommends
ngon cho e mấy mẩu xem e mua cái,recommends
muốn mua cái máy mà gọi điện cho chủ cửa hàng lúc nào cũng máy bận,doesn't recommend
xin hỏi cửa hàng còn chế độ mua cũ không ạ,recommends
v bên mình có full box không và bao nhiêu tiền ạ,recommends
tôi rất tự hào về cửa hàng của các bạn,recommends
chúc mobile city làm ăn phát đạt,recommends
chúc mc ngày càng làm ăn phát đạt chúc a tròn lạ dương ngày càng phong độ,recommends
cho mình hỏi tí s là máy là shop,recommends
em tuổi muốn mua trả góp thì cần những cái gì ạ,recommends
