,content,label
134,"trang rất tuyệt vời   , admin rất thân thiện lun rep cmt của m.n , cảm ơn mobilecity đã tạo ra page này rất hữu ích , chúc mc pt hơn nữa, bay xa hơn nữa",recommends
135,có 7 triệu nên mua iphone qtế hay lock nhỉ tiêu chí dùng 1-2 năm nữa,recommends
136,thay màn hình sony z3 mang về ko bật đc camera gọi hỏi bảo hỏng camera và cửa hàng đang hết. mang ra cellphones thay thì họ bảo main z3 bị chọc ngoái hỏng hết ko phải tại camera. cái màn hình mới thay thì đốm sáng lung tung.  bị mấy thằng mobileCity lừa đảo điên hết cả tiết. kiện bỏ mẹ cm,doesn't recommend
137,"Nhân viên bên MobileCity nói chuyện rất dễ thương, thái độ phục vụ thoải mái, dễ chịu. Sẽ ủng hộ MobileCity dài dài <3",recommends
138,Giá luôn rẻ nhất chất lượng vẫn đưa lên hàng đầu,recommends
139,Rất uy tín,recommends
140,Có cách nào hạ ios 10 xuống 9 không các anh ơi,recommends
141,rất tốt cần phát triển hơn nữa về giao diện,recommends
142,"mình không hài lòng về bản ROM mà bên MC cài... sau khi cài 3 lần với 1 số phiên bản rom cho Redmid Note 3 thì nó vẫn thế. Vân tay dùng đc mấy ngày thì chết ngủm luôn, khởi động lại máy mới dùng đc. Chán chẳng muốn ra cài lại máy. Cạn lời, tha thu lời luôn, còn phần còn lại thì ổn",doesn't recommend
143,Muốn đặt em note 5 likenew bên Shop mà nghe mấy bài đánh giá của mọi người về shop nên đành thôi.. mua máy đã thế lúc bảo hành chắc k khác mình đi ăn xin shop qá,doesn't recommend
144,Lúc đầu thấy thái độ nhân viên bán hàng mình cho 3* r Nhưng khi đó lại có a Tuấn nt cho mình Xin lỗi về thái độ của nhân viên Mình thấy rất thoải mái nên vote 5* cho các bạn Chúc MC ngày càng làm ăn phát đạt và thực hiện đúng những gì mà các bạn đã hứa vs khách hàng,recommends
145,"Thích nhất cái ""Hỏi ngay đáp luôn"" của cửa hàng rất bổ ích. Chúc cửa hàng làm ăn phát đạt, hẹn lần sau tiếp tục được mua hàng ở Mobilecity.",recommends
146,Mua hàng ở đây ổn không các bác thấy anh em tin tưởng nhiều nhưng chưa mua chưa tin bố con thằng nào cả :v,recommends
147,"Xem cái giá thay kính zen 5 thấy ghi rõ ràng là 200k tưởng rẻ, ai ngờ mang máy về mobilecity cầu giấy thì họ bảo là giá đó là giá thợ nhập, bảo giá chính thức là 300k, thay màn thì bắt chờ lâu còn chậm hẹn 30p, nhớ đời.",doesn't recommend
148,Mua 1 em iPhone cho người nhà ở xa vẫn đang dùng rất ổn tks MC,recommends
149,"Lần trước qua sửa màn hình điện thoại, lúc trước khi đi vào web xem giá lỗi màn hình của mình sửa hết 350k vậy mà đến nơi nv báo lỗi y như vậy và tính giá 450k. Sau đó bảo mình ra ghế ngồi chờ, sau khi chờ được 45' mình hết kiên nhẫn nhắc nhân viên bao giờ mới đến lượt mình thì nhận lại được câu chị cứ chờ thêm đi. Lúc đó mình khó chịu quá rồi nên… More bảo định cho chờ đến bao giờ thì lúc đó nhân viên mới lấy máy và nhận sửa cho mình. Và tất nhiên hôm đó ko phải chỉ 1 mình mình ngồi chờ mà rất nhiều khách khác cũng trong th như mình. Cuối cùng 10h sáng đi sửa và được hẹn 4h chiều mới lấy máy. Đề nghị chủ hàng xem lại giá cả trên web cũng như cách hành xử của nhân viên.",doesn't recommend
150,"Các bạn tư vấn rất nhiệt tình, quan tâm đến mọi vấn đề của khách hàng, chúc các bạn bán hàng doanh thu cao nhé",recommends
151,Tôi thích mobile city,recommends
152,Mc làm ăn rất tốt.tôi rất thích,recommends
153,"Đã mua và sử dụng oke ở mobile city. Nhận xét thật lòng cho các bác chưa mua hàng ở đây. 1 cửa hàng tốt, mọi thứ đều oke, chỉ trừ mấy bạn nữ nhân viên tư vấn ở tầng 1. Quá lạnh nhạt với khách hàng, tư vấn k nhiệt tình. Còn bộ phận kĩ thuật tầng 2,3 thì tuyệt vời.",recommends
154,"K thể chấp nhận được kiểu làm ăn kinh doanh của MC nữa Mc bán hàng dựng MC làm ăn thất đức Treo đầu dê bán thịt chó Khách bỏ tiền mua 5 qt,nhưng lại bán máy lock dựng Làm ăn kiểu này thì không trụ đc lâu đâu Bực mình vcc",doesn't recommend
155,"Rất tốt, giá lại rẻ",recommends
156,"Tốt thật ,có trách nhiệm cao",recommends
157,"rất hài lòng, chúc shop thành công!!!",recommends
158,"Quá tuyệt vời cho 1 em Note 3 Xách tay mới mua ở đây. Được mấy em tư vấn nhiệt tình, hỏi các kiểu, đều ok hết. Ngồi lỳ test máy cả buổi mà các em ý vẫn vui tươi. Mới mua chưa biết máy dùng thế nào, nhưng thái độ phục vụ rất tốt. Chúc các bạn đắt hàng.",recommends
159,Cần tư vấn mua trả góp ip6,recommends
160,Mua máy bên mc đã gần 2 tháng nay rồi mà chưa thấy xuất hiện một lỗi gì � Chúc MC là ăn phát đạt bán nhiều máy hơn,recommends
161,Có những cửa hàng chấp nhận hạ lãi suất và bán giá mềm như MobileCity thì mình mới có IP để dùng,recommends
162,"Máy dùng rất ổn định, mình rất hài lòng với cách phục vụ của mobilecity <3 <3 <3",recommends
163,"mới mua con mi4 thái độ nhân viên tư vấn nhiệt tình tốt , nhưng đang đợi nhận hàng khi nào nhận đc hàng mình sẽ báo  và sẽ cho ý kiến riêng của mình",recommends
164,IP rẻ mà chất lượng thật. Dùng gần 2 tháng rồi vẫn thấy ổn định,recommends
165,Iphone 6 lock 16gb giảm giá liên tục nhưng chỉ là giá ảo. Gọi đến thì báo hết hàng liên tục =)),doesn't recommend
166,Vừa mua IP hôm tặng sạc cáp. Máy good mà mấy e bán hàng vui vãi :)),recommends
167,Các bác đã mua máy ở đây chưa cho ý kiến với xem trên kênh thì được vote khá nhiều,recommends
168,"Vừa dán cái cường lực RMN3P chỗ cửa hàng Cầu Giấy xong, thấy mấy e ở đó cũng khá nhiệt tình, chu đáo. Cái e mà vừa dán máy cho a xong đấy mà có đọc đc thì a khuyên e nên mua thuốc uống đi nhá, bị ốm thế mà lây qua cho khách là ko nên đâu.",recommends
169,"Shop cố gắng nâng cấp lần sau tôi đến nên có người dắn xe, đi ra có người lấy xe hộ sẽ tốt hơn, chú bảo vệ già và không nhanh nhẹn cho lắm =.=",recommends
170,"Mua cái 6plus lock về ko dùng được hôm sau ra đổi lấy bản quốc tế  ko cho đổi kêu ko có chính sách, chán về vứt xó 2 tuần chưa thèm động chạm. Và cuối cùng mobilecity đã rất nhiệt tình chủ động liên hệ, tạo điều kiện tốt nhất để giải quyết vấn đề cho khách hàng hài lòng. Mặc dù giá của bên mình cao hơn nhiều chỗ, nhưng đến thời điểm này m thấy cũng xứng đáng để mua giá cao hơn bởi chế độ hậu mãi rất tốt. Rất cám ơn!",recommends
171,Nhắn tin hỏi về vấn đề của máy mấy lần mà k thèm trả lời luôn,recommends
172,Trang page đăng tin vớ vẩn,doesn't recommend
173,"Review tốt, bảo hành ok, bán hàng tiếp xúc khách còn chưa thực sự tốt. Đề nghị nhiệt tình hơn nữa",recommends
174,Hàng chất lượng...0k,recommends
175,"Vừa mua 1 em Mi4 Ram 3gb ở đây, dùng 2 tuần rồi không lỗi lầm gì. cửa hàng có giá tốt nhất thị trường đấy, thêm mấy em nhân viên xinh tươi thân thiện nữa! good good ;)",recommends
176,"Cảm thấy hài lòng với mobilecity, sản phẩm tốt mà giá thành ổn. Hi vọng mobilecity sẽ giữ mãi được uy tín như vậy.mình mua hàng từ xa nhưng các bạn không hề khiến mình thất vọng.cảm ơn mobilecity rất nhiều",recommends
177,Có hỗ trợ bảo hành ở xa không ạ em định mua mà chỉ lo ở xa bảo hành khó thôi,recommends
178,"Đang định mua máy ở đây, nhưng thấy có phốt này nọ lại chả dám mua nữa.",doesn't recommend
179,Con trai bác làm ở đây bác đang dùng iphone 4s và thấy rất ổn định. Chúc anh chị em mạnh khoẻ,recommends
180,Shop bán hàng rất tốt. Nhân viên thì rất thân thiện !,recommends
181,"Công ty từ vấn mập mờ, làm ăn không rõ ràng,tư vấn fb một kiểu, đến shop thì nhân viên nói một kiểu. trong khi đã hỏi rõ là mua trả góp máy gì.nhân viên nói lãi suất 3% và trả tối thiểu 8 tháng. trong khi tư vấn fb thì nói lãi suất 1,68% và trả tối tiểu 6 tháng. Một kiểu làm ăn ép khách và mất khách luôn. không bao giờ có ý định mua gì tại shop nữa, khỏi giới thiệu khách luôn",doesn't recommend
182,đối với tôi hôm nay. thì thật tuyệt vời. thank mobile city. đặc biệt là bạn áo đen,recommends
183,"MC ơi, cho em hỏi giữa Galaxy A9 2016 và Mi 5S hay Mi 5s plus thì nên chọn máy nào tốt hơn. Em cần 1 máy chạy mượt game và ứnh dụng, màn hình to, chụp hình nét cả đêm lẫn ngày",recommends
184,"Đến mua 4 lần thì 3 lần đầu mua được máy. Lần thứ 4 thì ko vừa lòng với thái độ phục vụ của nv cửa hàng. Thái độ phục vụ của đội ngũ mới ngày càng kém, chắc do đông khách quá nên mua cũng được mà ko mua thì ""cút"" đây. Từ giờ sẽ ko quay lại mobilecity 1 lần nào nữa. Xem máy ko vừa lòng muốn đổi máy khác để xem thì mặt nặng mày nhẹ, tỏ ra ko muốn phục vụ, thái độ khó chịu.",doesn't recommend
185,Chỉ biết nói 2 từ. Tuyệt vời,recommends
186,Đã sai lầm khi mua hàng tại đây,doesn't recommend
187,Vừa mua một em 5s bên shop khá ưng ý. Hiện xài vẫn chưa có bất kì lỗi hay vấn đề gì đáng nói ngoài việc ios 9.2 chưa jb đc. Vài bữa ổn định thì mua thêm 1 em :) Chúc shop đắt khách nhỉ :3,recommends
188,"Tôi mới tới cửa hàng xem iphone 5s lock màu gold ,công nhận nhân viên nhiệt tình va con ip5s gold  nhìn ko trầy ko móp rất đẹp.... nhưng mình thì đang đợi redmi 3 pro về mua.....",recommends
189,Cảm ơn shop hàng chất lượng giá cả hài lòng ạ.,recommends
190,"Mới mua còn redmi note 2 ở đây.  nhân viên nhiệt tình,  ktv nhanh lẹ.  giờ cần tư vấn 1 máy màn 6"" độ phân giải 2k giá hợp lý ko qan trọng thương hiệu.  nhờ ad giúp!  tks",recommends
191,"1 tuần trước mình đã đánh giá 1* cho MC vì nhân viên bán hàng không biết về rõ gói bảo hành của LG G4 làm ảnh hưởng đến thời gian của mình. Nhưng khi mình phản ánh lại thì nhân viên đã rất nhiệt tình để khắc phục sai sót. Và bây giờ mình rất rất hài lòng khi đã mua được 1 con LG G4 sản xuất tháng 10/2015 bên MC + với chế độ bảo hành như hàng chính… More hãng 12 tháng bao gồm cả nguồn và màn hình. Giá toàn bộ chỉ 5tr. Hiếm có cửa hàng nào dám bảo hành 12 tháng :D Nhưng hơi phũ cho mình là sau khi mua thì vài ngày thì e nó giảm 150k. Mà không sao, vẫn cho 5* vì con G4 quá ưng ý :)",recommends
192,Chua thấy đâu nhu Mc  gọi điện hỏi còn hàng không nói còn.1 tiếng sau lên thì bảo chị đợi e đi lay hàng.đợi đúng hon 45 mình mà k hỏi thì chac mình đối đến sáng luôn..hỏi lại lại bảo là bây gio k lay được hàng về.. tóm lại một câu là méo có hàng..  làm ăn kiểu này Mc mất uy tín quá ạ..lần đầu và lần cuối qua. MC.. UNLIKE,doesn't recommend
193,"Giá tốt, tư vấn nhiệt tình, like cho shop",recommends
194,mới mua iPhone 6 bên MobileCity.... Được mấy anh đẹp trai tư vấn.. thích thật.,recommends
195,Mình đã có trải nghiệm tuyệt vời khi đến mua hàng tại MobileCity quả thực là Good choice.,recommends
196,Nhiều chuyên mục hay .,recommends
197,Có đứa bạn làm ở đây thì có được giảm giá không ad :) để em mua 1 con dùng nào,recommends
198,Em ở Huế muốn mua Xiaomi Redmi Note 3 Pro 16gb có ship hàng không ạ (em định mua bên DDTM đà nẵng Mà giá cao hơn bên mobicity đến 400.000 đ,recommends
199,buồn một nỗi là mobile city chưa fix được hết các lỗi trên ip lock chạy ios 8.4.1 :(,doesn't recommend
200,"Mua máy ở đây rất ưng , ko chê gì :D  Nhưng nghe ý kiến nhiều bạn bảo chế độ bảo hành nhiều khi chưa được tốt , mình chưa bảo hành nên chưa biết :) Mong cửa hàng sẽ có chính sách cải thiện, khắc phục :D",recommends
201,Ủng hộ shop và kênh channel của 3 ông anh thần thánh kia:)) mong là shop sẽ còn phát triển hơn và cố gắng cập nhật giá tốt nhất có thể để phục vụ khách hàng :),recommends
202,Đã mua máy ở đây 2 lần . Lần 1 mua ip5 thì thấy máy dùng khá ổn . Mỗi cái nhanh hết pin nhưng mua máy cũ thì chuyện pin chai mình k bắt bẻ làm gì. Lần 2 mua ip5s . Mới dùng đc 26 ngày. Đến hnay tự nhiên đang dùng bt xảy ra tình trạng máy k lên màn hình trong khi pin còn 61%. Nút Home và Nguồn k bật đc.  Lên mạng tìm hiểu thì thấy ng ta bảo do pin bị chai hoặc pin hàng k chính hãng ??? Là ntn hả ad,doesn't recommend
203,Shop này có dịch vụ ship COD rất tốt 5 sao,recommends
204,"Mua con Mi4 về thỉnh thoảng fb,  lướt Web đc hơn 5 tiếng đã hết sạch pin,  trong khi máy khác dùng 7-8 tiếng. Mang đến cửa hàng thì nhân viên bảo cài lại room, cài lại xong thì vẫn thế. Chán chả muốn mang bảo hành.",doesn't recommend
205,"Mua redmi note 3 đc 3 ngày, trải nghiệm tốt lắm, giá tốt, máy ngon!  Thanks for mobilecity! Chúc cửa hàng luôn thành công!",recommends
206,E mua dt note 5 ở mobilecity dc 2 tháng cửa hàng đưa cho e cục sạc đt e sạc cả ngày phải hơn 6 tiếng mới đầy .mobilecity giải thích giùm e với ak. Lúc đưa chị ở cửa hàng có ns e chỉ cần 2 tiếng là đầy. E đang đi học bọn e điều kiện ra ngoài rất khó khăn nên e chưa có đk để lên hỏi lại .,recommends
207,Thấy các fb cho 5sao toàn ảo và mới thành lập đc 1-2 tuần.. Có đứa ở Sóc Trăng chạy bộ ra ch Thái Hà để sửa đt rùi về thật là nhà giàu haha,doesn't recommend
208,Bên shop có sạc dự phòng của Xiaomi loại 10000mAh không hàng chính hãng FPT nhé,recommends
209,"Mình đang nghiên cứu 1 em flagship của tàu nhưng phân vân về phần mềm, sự hỗ trợ room, tiếng việt và độ mượt mà của room, các lỗi vặt, bung ứng dụng... Cho mình hỏi mi ui, flyme os, e ui, .. loại nào tốt nhất vậy bạn hay phải root dùng room cm, omega, wannalite ngoài. Tư vấn cho mình một con ngon, màn hình lớn, giá khoảng 6 - 7 triệu?",recommends
210,Làm ăn vô cùng chán và thiếu trách nhiệm,doesn't recommend
211,Định mai qua mua con đt cùi ram 2G dùng tạm. Mà vào đọc rì viuuu nghe ớn quá vậy ;'(,doesn't recommend
212,Chỉ là tôi thích mobilecity thôi :)))),recommends
213,"Là lần đầu mua máy ở đây và cũng là lần cuối. M mua RMN3 ở cho người nhà ở xa nên ngay sau khi mua máy ở đây đã gửi ngay về nhà nhưng khi nhận máy thì gọi điện lên bảo là dây sạc trong hộp không phải loại cho máy. Do có việc nên về tận nơi thì thấy là cáp TypeC trong khi RMN 3 là MicroUSB. Một phần cũng là do mình không kiểm tra kỹ. Nhưng khi đến… More cửa hàng đổi thì thái độ mấy bạn nhân viên tỏ ra không được thoải mái cho lắm, lại còn hỏi câu rất ngây ngô "" Thế một tuần rồi bạn không sạc máy à???"".  Mình nói thật người khó chịu phải là mình mới phải. 👎 👎 👎 👎.",doesn't recommend
214,"Chua bao giờ thấy 1 shop mobileCity nào lại nhiệt tình như vậy. Hôm nay, mình có vô cửa hàng vào đúng giờ "" cao điểm "". Mặc dù rất đông,trời lại nóng, loay hoang tìm ốp mới cho dế mà mãi ko thấy, đổi qua đổi lại. Cuối cung cũng tìm dk ốp ưng ý. Phải nói là sh phục vụ rất chu đáo, đơn giản chỉ là ""ốp"" thoii.",recommends
215,"Hôm trước ở xa nhờ con bạn mang bảo hành một con m4c tự dưng nhận sóng ko nhận sim Nhân viên bảo phải cầm máy 3-4 hôm rồi liên lạc lại. Sau 3-4 hôm không thấy, giục con bạn alo lại bảo khả năng thay main chiều hôm sau sẽ điện lại báo. Tiếp tục vẫn ko thấy đâu phải liên lạc lại và đứa bạn phải nói giọng bức xúc .... Rồi mới có kết quả. Nôn na đã lấy… More đc máy.  Mình chỉ góp ý thế này bảo hành máy đối với mình 15 hôm quay đầu vẫn thoải mái chán. Nhưng đã hẹn với khách hàng liên lạc lại hay thế nào đi chăng nữa là 1 lời hẹn nên giữ lời. P/s : Nếu có nhu cầu vẫn sẽ tiếp tục mua máy ở đây ( nếu có ) đã mua ở đây ít nhất 4 con. Vì ở xa chưa đến trực tiếp đc. Chúc cho mobilecity ngày càng phát đạt.",recommends
216,chúc cửa hàng ngày càng thành công. có điều kiện e xẽ qua cửa hàng để mua hàng ;) mặc dù là chưa mua hàng ở đây lần nào nhưng em cảm thấy rất tin tưởng vào mobileCity ;),recommends
217,H qua đến Mobil Cty mua mi4 3g. Thấy nhận viên nhiệt tình trách nhiệm đâu có như mọi người nói no kia. Mấy dùng ổn chưa thấy lỗi gì pin cũng trâu,recommends
218,"Thất vọng với cách phục vụ của mấy bạn bán hàng , mấy hôm trước mình có đến lấy 5s lock mua hộ đứa em vì trước giờ mình cũng mua nhiều lần của cửa hàng rồi thấy dùng ổn nên mua tiếp . Mình hỏi mang cho mình 2 máy để xem thì bạn cũng mang ra bình thường xong mình test 1 lúc ko ưng lắm vì máy tụt pin nhanh với lại 1 máy hơi xấu , mình hỏi cho xem 1… More máy nữa xem thế nào thì bạn bán hàng bảo hết rồi làm ngơ như kiểu ko muốn cho mình mua máy vậy , vừa nói xong thế là cũng có 1 ng đến mua máy 5s thế là bạn lấy đâu ra 1 chiếc nữa trong khi mình vẫn cầm 2 máy trên tay mà bạn ấy bảo hết máy rồi . Thật sự ko hiểu cách bán hàng như vậy là muốn khách đến mua hay muốn đuổi khách nữa . Cuối cùng mình đành trả máy ra về vì cách phục vụ của cửa hàng như kiểu ko tôn trọng khách vậy",doesn't recommend
219,"Đã nhận đk quà từ mobile city,thank mobile city nhiều nhé",recommends
220,AD ơi cho em hỏi nếu mua máy bên mình kèm BHV bị vỡ mặt kính được bảo hành đúng không ạ em mua iphone ạ ?,recommends
221,Mua máy tại shop 3 lần và vẫn muốn quay lại ! Thank shop và chúc shop phát tài,recommends
222,"Giá tốt, phục vu nhiệt tình, chúc MobileCity làm ăn phát đạt ạ.",recommends
223,"Hôm qua chát với ad về note4 2 sim, bảo còn hàng tại 120 TH. 15p sau có mặt thì nv bán hàng nói hết hàng.. bảo là anh vừa chat xong cách đây mấy p thì trả lời em vừa bán hết. Lần này là lần thứ mấy nghe trả lời câu này, cứ mặt hàng nào hỏi mà ko có thì bảo e vừa bán hết... nghe quen quen. MC có cách nào để tôi lấy lại niềm tin đây? P/S: vừa chát với 1 bạn, và nghe bạn giả thích cũng hợp lý và mình chấp nhận. vote lại cho MC 5 sao.",recommends
224,"Vừa mua em iPhone 5s Lock ở MC..về nhà check pin mới sạc có 100 lần, dùng sướng thật. 5 Sao cho chất lượng luôn.",recommends
225,Tuyệt vời,recommends
226,"Nói chung thấy khá ổn vì đây là một trong những cửa hàng mình trải nghiệm đầu tiên, sẽ tiếp tục ủng hộ cửa hàng.",recommends
227,"Các bác làm ơn cho mình hỏi có ai đã từng thay màn hình Mi4 chưa ạ? E đi bảo hành cái mhình bị 2 đốm trên màn về. Kết quả: Màn ok nhưng phát sinh lỗi là mất đèn phím điều hướng, hở sáng màn hình ở cạnh đáy. Phản ảnh lại kỹ thuật thì họ bảo mất đèn là do mất tấm phản quang, tấm này đi liền vs mỗi mh. Giờ ko khắc phục đc. Chán hẳn, cửa hàng uy tín mình từng mua 4-5 con máy ở đây. Lần đầu bảo hành nhưng thật sự ko ưng ý nếu k muốn nói là khá thất vọng. Ý kiến các bác về vụ này ntn ạ? :(",doesn't recommend
228,Hdhshdhdhdhhshdhshshdhddd,doesn't recommend
229,Tuyệt vời,recommends
230,Một trong những địa chỉ tin cậy để mua hàng xách tay sau khi trải nghiệm và mua máy ở đây.,recommends
231,Good! �,recommends
232,Chưa bao giờ mua nhưng cũng ủng hộ,recommends
233,"Tổng hợp dịch vụ trên http://tuoitre. vn   - Đăng bài (giá liên hệ)   - Bình luận bài viết  - giá 200đ   - Thích bình luận - giá 250đ   - Quan tâm bài viết - Giá 500đ   - Thích, chia sẻ bài viết - giá 60đ   - Tăng G+ bài viết - Giá 500đ   Chi tiết liên hệ Mr Khánh 0934225077   Yahoo/Skype: hanhtrinh24h    FB: quantamweb",recommends
234,Tôi tạo cho bạn 25000  backlinks chất lượng bằng công cụ GSA với giá 500K – LH: 0934225077,recommends
235,Tôi tạo cho bạn 25000  backlinks chất lượng bằng công cụ GSA với giá 500K – LH: 0934225077,recommends
236,Hôm nay đến mobile city được hỗ trợ phần mềm miễn phí,recommends
237,thích 3 anh review vote 5 sao :D,recommends
238,"Hôm bữa qua hỏi cho bà xã con xm note 3,mà mấy em nhân viên cứ khinh khỉnh,,chắc chê mình mua máy tàu hay sao ấy!! Nói chung MC làm màu được vài bữa thôi,thôi bỏ ra thêm mấy trăm sang hẳn tgdd hay fpt mua cho đỡ bực mình....",doesn't recommend
239,"Hôm trước em có mua cục pin iphone 5 của shop sau khi về dùng em thấy nó dùng dk cỡ 3h, thì em có tải ứng dụng battery life thì nó báo bin chai trong tình trạng rất tệ, liệu pin có sao ko shop mong shop tư vấn giúp em cái. Em cảm ơn",doesn't recommend
240,muon mua may o day ma k biet the nao? hang dam bao hay k? ma con phai thanh toan 100% truoc khi hang chua ship,doesn't recommend
241,Mua 1 bộ phụ kiện ở đây mà chán quá!,doesn't recommend
242,Tuyệt vời,recommends
243,"Đang dùng 5C, cảm thấy rất ưng về chất lượng",recommends
244,<3 quá tuyệt vời,recommends
245,Mình thay kính ở đây giờ mới chụp tự sướng thì mất camera trước rồi. Cảm thấy thất vọng vch ra ý ạ,doesn't recommend
246,Cho hỏi cửa hàng có bán htc one m9 plú xách tay không và giá em nó,recommends
247,"Mùng 4.3.16 đứa em m có mang con redmi3 bị treo logo sang cửa hàng m để up rom hộ .Vì m có xem bài viết trên mạng thấy bảo up free..vậy mà đến nơi. Kỹ thuật bảo ko pải máy của shop, up mất 100k...",doesn't recommend
248,"2 ngày trước (22/2) mình đến hỏi mua 1 iphone 5s lock 16gb màu vàng.xem máy 1 thấy móp vs xước nhiều.mình yêu cầu đổi máy khác.nhưng đợi rất lâu ms cho xem cái thứ 2 mình cũng thông cảm vì khách đông.xem thứ 2… More thì bị ám tím.mình hỏi nhân viên thì nhân viên bảo cái nào cũng bị ám k ít thì nhiều vs thái độ rất bình thường.k biết  máy toàn đểu cả hay sao.??? Rồi mình xem cái thứ 3 cái này ổn nhất nhưng test vân tay k nhạy tí nào.bạn nhân viên làm như kiểu mình k biết test và thái độ khó chịu.nhưng bạn nhân viên test lại dk nc k nhạy lắm Sau khi xem xét 1 hồi thì mình quết định mua vì sợ tes nhiều quá. Khi mua máy về thì máy k bắt dk wifi khi bắt dk thì cực yếu và nhanh bị rớt.nhập mật khẩu đúng nó vẫn báo sai. Pin thì vừa báo ảo,tụt 1 phát 3%.tính trung bình 2phut tụt 1%. Ở chế độ chờ. Sóng k bật 3g vẫn 2 vạch. Vạy rất mong dk đổi máy máy khác. Đồng thời đề nghị cửa hàng test kĩ chất lượng máy.",doesn't recommend
249,Có còn Samsung S7 Edge không AD ơi em muốn Oder 1 cây,recommends
250,"Em đã lấy 2 máy iPhone 5 quốc tế ở đây. 1 lần trước Tết, 1 lần sau Tết thì 2 lần đều rất đông (ngày lễ mà !!)  nhưng không lần nào cần thiết phải nói quá về thái độ của nhân viên cả. Không phải em đánh giá tốt cửa hàng nhưng bản thân em đứng xem mấy anh xung quanh hỏi mà như ""tra khảo""  vậy @@. Có thể các anh chưa có đầy đủ thông tin về máy nhưng… More cũng nên chịu khó lắng nghe người ta nói hoặc là người đứng bên cạnh chứ lấy cả mấy máy rồi chọn đi chọn lại, cuối cùng cũng không chọn được máy nào... Cách đây 2 năm em cũng từng bán điện thoại xách tay Hàn em biết. Máy cũ có, máy mới có, máy em nhập từ Hàn chỉ chọn hàng đẹp nên khách hàng không phải lựa nhiều.  Và cũng không cạnh tranh khốc liệt… More",recommends
251,Bảo hành rất ưng ạ.,recommends
252,"DV dang tin quang cao truc tuyen la mot dich vu giup ban dang tin, cac bai quang cao cua ban duoc pho bien khap cac dien dan lon nho, cac site mua ban uy tin. Cac ban khong con phai ngoi hang gio de thuc hien cong viec dang tin nua, da co chung toi   Lien he: 0934225077",recommends
253,"Chúc gia đình MobileCity làm ăn phát đạt và phát triển mạnh hơn nữa,đưa tới các sản phẩm tốt cho người tiêu dùng!!!! :)",recommends
254,Cho em hỏi samsung J5 phiên bản 2015 sao lai ko lên android 6.0.1 mà ở an quốc lại lên,recommends
255,Đợt vừa rồi đang cần tìm hiểu quán sửa chữa có shop này làm ăn  ok,recommends
256,Mới mua sony Z3 cũ của shop. Mong rằng đặt niềm tin đúng chố :),recommends
257,Chào shop! e mua 1 e 5s lock từ tháng 4 . Nhưng giờ mic camera ko hoạt động nữa e muốn sửa thì mất phí nhiều không ạ !!!,recommends
258,"iphone 6 vỡ mặt kính mang ra đây thay, ép mặt kính xong dùng được 7 ngày màn hình lúc tối om, gạch dọc nhằng nhịt, cảm ứng lung tung. Phải mang sang bên khác thay màn.",doesn't recommend
259,Cho mình hỏi tầm 7 đến 8 triệu mình lên mua máy nào mình đang phan van s7 cũ với iphone 6plus cũ,recommends
260,"Hôm nay phi từ Thái Nguyên xuống mua em mi4c 32gb rất hài lòng với cửa hàng, góp ý thêm là tầng 2 hỗ trợ nên cho thêm ghế chờ nhé hôm nay đông người chờ lâu mà chỉ có 3 ghế thôi >.<",recommends
261,K thấy ad trả lời,recommends
262,"Đã mua và giới thiệu bạn bè mua gần chục con rồi, quá ổn :))",recommends
263,Mình đã mua một chiếc iPhone 5 lock ở đây và thấy khá ưng ý. Sẽ còn quay lại nữa.,recommends
264,Cho hỏi đã có rom quốc tế cho meziu m3 note chưa. Đợi 1 tuần rồi ko thấy phản hồi j,doesn't recommend
265,"Hôm vào bảo máy bị mấy lỗi đơ thì kêu là cái này lỗi phần mềm thôi ,r máy này mới bên mình cũng chưa rõ 1 số cái . bảo cứ dùng xong bên mobile sẽ gọi lại đến kiểm tra. Xong Cũng không thấy gọi lại. Sau 25 ngày quay lại thì vẫn miếng dán màn hình như ngày đầu tiên mua máy. Ốp hỏi thì nhân viên cụt lủn 1 câu k có. Nghe như l** ấy. Còn cầm cả giấy bảo hành của mình.  Hết sức bực mình và mất cmn tin tưởng vào cái gọi là bảo hành vàng",doesn't recommend
266,chào các anh em có xem mấy cái video ở trên youtobe nói về samsung galaxy s7 hàng đài loan liệu có tôt không mong các anh tư vấn giúp em,recommends
267,May rat thich xem hoi di dap luon cua mobilecity.,recommends
268,Ad có dth nào tầm chưa đến  2trieu hoac chua đến 3 trieu. Ngon .cho e mấy mẩu xem e mua cái,recommends
269,Muốn mua cái máy mà gọi điện cho chủ cửa hàng lúc nào cũng máy bận . chán,doesn't recommend
270,Xin hỏi cửa hàng còn chế độ mua iPhone cũ Fullbox không ạ ?,recommends
271,Ad ơi. LG V20 bên mình có full box ko và bao nhiêu tiền ạ?,recommends
272,Tôi rất tự hào về cửa hàng của các bạn,recommends
273,chúc mobile city làm ăn phát đạt.,recommends
274,chúc MC ngày càng lm ăn phát đạt  chúc 3 a Tròn Lạ Dương ngày càng phong độ �,recommends
275,cho mình hỏi tí iphone 5s là máy  99%  là shop,recommends
276,em 18 tuổi muốn mua iPhone trả góp thì cần những cái gì ạ ?,recommends
